tanggal,umkm_kategori,total_pengeluaran,jumlah_invoice,total_item,total_pemasukan,net_cash_flow,tahun,bulan,hari_ke_minggu,minggu_ke_tahun,is_weekend,is_peak_month,nama_hari,cashflow_kumulatif,cashflow_ma7,cashflow_ma30,income_lag7,income_lag30,cashflow_lag1,cashflow_lag7,split
2010-05-18,Toko Pakaian,3219000,29,1277,30281000,27062000,2010,5,1,20,0,0,Tuesday,4138944000,34263571,37351133,43040000.0,37907000.0,37870000.0,39655000.0,train
2010-05-19,Toko Pakaian,3497000,25,679,16357000,12860000,2010,5,2,20,0,0,Wednesday,4151804000,23002428,36224266,91954000.0,46933000.0,27062000.0,91688000.0,train
2010-05-20,Toko Pakaian,59000,34,1409,32994000,32935000,2010,5,3,20,0,0,Thursday,4184739000,23309714,36344266,31101000.0,32365000.0,12860000.0,30784000.0,train
2010-05-21,Toko Pakaian,4231000,28,1475,36828000,32597000,2010,5,4,20,0,0,Friday,4217336000,25299571,36402266,19066000.0,32657000.0,32935000.0,18668000.0,train
2010-05-24,Toko Pakaian,2868000,42,3322,56567000,53699000,2010,5,0,21,0,0,Monday,4271035000,33592142,37267433,0.0,28015000.0,32597000.0,-4349000.0,train
2010-05-26,Toko Pakaian,313000,59,1693,48315000,48002000,2010,5,2,21,0,0,Wednesday,4319037000,35003571,38972833,38195000.0,0.0,53699000.0,38122000.0,train
2010-05-29,Toko Pakaian,332000,0,0,0,-332000,2010,5,5,21,1,0,Saturday,4318705000,29546142,36283533,38134000.0,80548000.0,48002000.0,37870000.0,train
2010-05-30,Toko Pakaian,3430000,18,807,19253000,15823000,2010,5,6,21,1,0,Sunday,4334528000,27940571,34468000,30281000.0,73070000.0,-332000.0,27062000.0,train
2010-06-01,Toko Pakaian,4632000,19,814,21130000,16498000,2010,6,1,22,0,1,Tuesday,4351026000,28460285,33602333,16357000.0,45865000.0,15823000.0,12860000.0,train
2010-06-02,Toko Pakaian,4491000,21,996,25224000,20733000,2010,6,2,22,0,1,Wednesday,4371759000,26717142,32739866,32994000.0,49675000.0,16498000.0,32935000.0,train
2010-06-04,Toko Pakaian,173000,34,1052,29538000,29365000,2010,6,4,22,0,1,Friday,4401124000,26255428,33730966,36828000.0,0.0,20733000.0,32597000.0,train
2010-06-05,Toko Pakaian,3235000,0,0,0,-3235000,2010,6,5,22,1,1,Saturday,4397889000,18122000,31373700,56567000.0,67544000.0,29365000.0,53699000.0,train
2010-06-06,Toko Pakaian,4447000,39,1698,40541000,36094000,2010,6,6,22,1,1,Sunday,4433983000,16420857,30447800,48315000.0,66410000.0,-3235000.0,48002000.0,train
2010-06-07,Toko Pakaian,4262000,59,9294,208090000,203828000,2010,6,0,23,0,1,Monday,4637811000,45586571,35406300,0.0,58369000.0,36094000.0,-332000.0,train
2010-06-09,Toko Pakaian,38000,39,2961,70369000,70331000,2010,6,2,23,0,1,Wednesday,4708142000,53373428,35675700,19253000.0,64904000.0,203828000.0,15823000.0,train
2010-06-10,Toko Pakaian,4209000,24,658,16670000,12461000,2010,6,3,23,0,1,Thursday,4720603000,52796714,36232400,21130000.0,0.0,70331000.0,16498000.0,train
2010-06-11,Toko Pakaian,4011000,46,2005,48498000,44487000,2010,6,4,23,0,1,Friday,4765090000,56190142,36863466,25224000.0,25932000.0,12461000.0,20733000.0,train
2010-06-12,Toko Pakaian,4641000,0,0,0,-4641000,2010,6,5,23,1,1,Saturday,4760449000,51332142,36861466,29538000.0,0.0,44487000.0,29365000.0,train
2010-06-14,Toko Pakaian,3765000,28,911,24610000,20845000,2010,6,0,24,0,1,Monday,4781294000,54772142,36383600,0.0,35576000.0,-4641000.0,-3235000.0,train
2010-06-15,Toko Pakaian,5696000,31,1615,36176000,30480000,2010,6,1,24,0,1,Tuesday,4811774000,53970142,35743433,40541000.0,52496000.0,20845000.0,36094000.0,train
2010-06-17,Toko Pakaian,588000,42,1166,32792000,32204000,2010,6,3,24,0,1,Thursday,4843978000,29452428,33659833,208090000.0,98919000.0,30480000.0,203828000.0,train
2010-06-21,Toko Pakaian,4707000,29,907,26784000,22077000,2010,6,0,25,0,1,Monday,4866055000,22559000,34397400,70369000.0,0.0,32204000.0,70331000.0,train
2010-06-22,Toko Pakaian,2748000,24,1655,42830000,40082000,2010,6,1,25,0,1,Tuesday,4906137000,26504857,34889766,16670000.0,27699000.0,22077000.0,12461000.0,train
2010-06-23,Toko Pakaian,55000,36,1837,49728000,49673000,2010,6,2,25,0,1,Wednesday,4955810000,27245714,35223700,48498000.0,43040000.0,40082000.0,44487000.0,train
2010-06-24,Toko Pakaian,487000,47,2366,63415000,62928000,2010,6,3,25,0,1,Thursday,5018738000,36898428,34265033,0.0,91954000.0,49673000.0,-4641000.0,train
2010-06-27,Toko Pakaian,609000,28,1195,27299000,26690000,2010,6,6,25,1,1,Sunday,5045428000,37733428,34128566,24610000.0,31101000.0,62928000.0,20845000.0,train
2010-06-28,Toko Pakaian,356000,42,6406,134470000,134114000,2010,6,0,26,0,1,Monday,5179542000,52538285,37976766,36176000.0,19066000.0,26690000.0,30480000.0,train
2010-06-29,Toko Pakaian,3228000,46,5791,147799000,144571000,2010,6,1,26,0,1,Tuesday,5324113000,68590714,42940766,32792000.0,0.0,134114000.0,32204000.0,train
2010-06-30,Toko Pakaian,279000,41,1652,47851000,47572000,2010,6,2,26,0,1,Wednesday,5371685000,72232857,43255766,26784000.0,38195000.0,144571000.0,22077000.0,train
2010-07-01,Toko Pakaian,4572000,42,1692,45402000,40830000,2010,7,3,26,0,1,Thursday,5412515000,72339714,43354433,42830000.0,38134000.0,47572000.0,40082000.0,train
2010-07-02,Toko Pakaian,668000,29,1016,26406000,25738000,2010,7,4,26,0,1,Friday,5438253000,68920428,43310300,49728000.0,30281000.0,40830000.0,49673000.0,train
2010-07-03,Toko Pakaian,3999000,0,0,0,-3999000,2010,7,5,26,1,1,Saturday,5434254000,59359428,42748333,63415000.0,16357000.0,25738000.0,62928000.0,train
2010-07-06,Toko Pakaian,453000,27,1462,35788000,35335000,2010,7,1,27,0,1,Tuesday,5469589000,60594428,42828333,27299000.0,32994000.0,-3999000.0,26690000.0,train
2010-07-07,Toko Pakaian,3423000,48,2041,54973000,51550000,2010,7,2,27,0,1,Wednesday,5521139000,48799571,43460100,134470000.0,36828000.0,35335000.0,134114000.0,train
2010-07-09,Toko Pakaian,4009000,19,2570,62183000,58174000,2010,7,4,27,0,1,Friday,5579313000,36457142,43609266,147799000.0,56567000.0,51550000.0,144571000.0,train
2010-07-10,Toko Pakaian,365000,0,0,0,-365000,2010,7,5,27,1,1,Saturday,5578948000,29609000,41997033,47851000.0,48315000.0,58174000.0,47572000.0,train
2010-07-11,Toko Pakaian,3974000,15,484,11356000,7382000,2010,7,6,27,1,1,Sunday,5586330000,24830714,42254166,45402000.0,0.0,-365000.0,40830000.0,train
2010-07-12,Toko Pakaian,3950000,27,2090,55106000,51156000,2010,7,0,28,0,1,Monday,5637486000,28461857,43431933,26406000.0,19253000.0,7382000.0,25738000.0,train
2010-07-13,Toko Pakaian,4635000,21,1212,31684000,27049000,2010,7,1,28,0,1,Tuesday,5664535000,32897285,43783633,0.0,21130000.0,51156000.0,-3999000.0,train
2010-07-14,Toko Pakaian,4496000,32,2311,48215000,43719000,2010,7,2,28,0,1,Wednesday,5708254000,34095000,44549833,35788000.0,25224000.0,27049000.0,35335000.0,train
2010-07-15,Toko Pakaian,1827000,45,1680,36582000,34755000,2010,7,3,28,0,1,Thursday,5743009000,31695714,44729500,54973000.0,29538000.0,43719000.0,51550000.0,train
2010-07-16,Toko Pakaian,4034000,32,1222,29144000,25110000,2010,7,4,28,0,1,Friday,5768119000,26972285,45674333,62183000.0,0.0,34755000.0,58174000.0,train
2010-07-17,Toko Pakaian,4033000,0,0,0,-4033000,2010,7,5,28,1,1,Saturday,5764086000,26448285,44336766,0.0,40541000.0,25110000.0,-365000.0,train
2010-07-18,Toko Pakaian,4604000,24,1373,29084000,24480000,2010,7,6,28,1,1,Sunday,5788566000,28890857,38358500,11356000.0,208090000.0,-4033000.0,7382000.0,train
2010-07-19,Toko Pakaian,566000,35,2207,53889000,53323000,2010,7,0,29,0,1,Monday,5841889000,29200428,37791566,55106000.0,70369000.0,24480000.0,51156000.0,train
2010-07-20,Toko Pakaian,4560000,30,3411,83349000,78789000,2010,7,1,29,0,1,Tuesday,5920678000,36591857,40002500,31684000.0,16670000.0,53323000.0,27049000.0,train
2010-07-21,Toko Pakaian,307000,32,1962,49427000,49120000,2010,7,2,29,0,1,Wednesday,5969798000,37363428,40156933,48215000.0,48498000.0,78789000.0,43719000.0,train
2010-07-22,Toko Pakaian,353000,41,1218,30901000,30548000,2010,7,3,29,0,1,Thursday,6000346000,36762428,41329900,36582000.0,0.0,49120000.0,34755000.0,train
2010-07-23,Toko Pakaian,4639000,31,2387,59806000,55167000,2010,7,4,29,0,1,Friday,6055513000,41056285,42473966,29144000.0,24610000.0,30548000.0,25110000.0,train
2010-07-24,Toko Pakaian,3390000,0,0,0,-3390000,2010,7,5,29,1,1,Saturday,6052123000,41148142,41344966,0.0,36176000.0,55167000.0,-4033000.0,train
2010-07-25,Toko Pakaian,4744000,23,918,22713000,17969000,2010,7,6,29,1,1,Sunday,6070092000,40218000,40870466,29084000.0,32792000.0,-3390000.0,24480000.0,train
2010-07-27,Toko Pakaian,67000,29,1081,27361000,27294000,2010,7,1,30,0,1,Tuesday,6097386000,36499571,41044366,53889000.0,26784000.0,17969000.0,53323000.0,train
2010-07-29,Toko Pakaian,3718000,47,2264,60930000,57212000,2010,7,3,30,0,1,Thursday,6154598000,33417142,41615366,83349000.0,42830000.0,27294000.0,78789000.0,train
2010-07-30,Toko Pakaian,2804000,25,1548,34052000,31248000,2010,7,4,30,0,1,Friday,6185846000,30864000,41001200,49427000.0,49728000.0,57212000.0,49120000.0,train
2010-08-01,Toko Pakaian,6919000,20,766,20918000,13999000,2010,8,6,30,1,0,Sunday,6199845000,28499857,39370233,30901000.0,63415000.0,31248000.0,30548000.0,train
2010-08-02,Toko Pakaian,132000,30,1223,31393000,31261000,2010,8,0,31,0,0,Monday,6231106000,25084714,39522600,59806000.0,27299000.0,13999000.0,55167000.0,train
2010-08-03,Toko Pakaian,46000,34,2549,56718000,56672000,2010,8,1,31,0,0,Tuesday,6287778000,33665000,36941200,0.0,134470000.0,31261000.0,-3390000.0,train
2010-08-07,Toko Pakaian,295000,0,0,0,-295000,2010,8,5,31,1,0,Saturday,6287483000,31055857,32112333,22713000.0,147799000.0,56672000.0,17969000.0,train
2010-08-08,Toko Pakaian,3151000,23,1264,25693000,22542000,2010,8,6,31,1,0,Sunday,6310025000,30377000,31278000,27361000.0,47851000.0,-295000.0,27294000.0,train
2010-08-10,Toko Pakaian,2793000,25,3425,66708000,63915000,2010,8,1,32,0,0,Tuesday,6373940000,31334571,32047500,60930000.0,45402000.0,22542000.0,57212000.0,train
2010-08-11,Toko Pakaian,148000,26,1084,27797000,27649000,2010,8,2,32,0,0,Wednesday,6401589000,30820428,32111200,34052000.0,26406000.0,63915000.0,31248000.0,train
2010-08-12,Toko Pakaian,3312000,48,1667,38375000,35063000,2010,8,3,32,0,0,Thursday,6436652000,33829571,33413266,20918000.0,0.0,27649000.0,13999000.0,train
2010-08-14,Toko Pakaian,80000,0,0,0,-80000,2010,8,5,32,1,0,Saturday,6436572000,29352285,32232766,31393000.0,35788000.0,35063000.0,31261000.0,train
2010-08-15,Toko Pakaian,4912000,30,2815,64061000,59149000,2010,8,6,32,1,0,Sunday,6495721000,29706142,32486066,56718000.0,54973000.0,-80000.0,56672000.0,train
2010-08-20,Toko Pakaian,3077000,36,1912,44274000,41197000,2010,8,4,33,0,0,Friday,6536918000,35633571,31920166,0.0,62183000.0,59149000.0,-295000.0,train
2010-08-22,Toko Pakaian,103000,34,1565,37266000,37163000,2010,8,6,33,1,0,Sunday,6574081000,37722285,33171100,25693000.0,0.0,41197000.0,22542000.0,train
2010-08-23,Toko Pakaian,551000,27,1638,39619000,39068000,2010,8,0,34,0,0,Monday,6613149000,34172714,34227300,66708000.0,11356000.0,37163000.0,63915000.0,train
2010-08-24,Toko Pakaian,2153000,29,1319,30193000,28040000,2010,8,1,34,0,0,Tuesday,6641189000,34228571,33456766,27797000.0,55106000.0,39068000.0,27649000.0,train
2010-08-25,Toko Pakaian,48000,33,1883,47448000,47400000,2010,8,2,34,0,0,Wednesday,6688589000,35991000,34135133,38375000.0,31684000.0,28040000.0,35063000.0,train
2010-08-26,Toko Pakaian,2787000,39,1640,39204000,36417000,2010,8,3,34,0,0,Thursday,6725006000,41204857,33891733,0.0,48215000.0,47400000.0,-80000.0,train
2010-08-27,Toko Pakaian,335000,19,588,18049000,17714000,2010,8,4,34,0,0,Friday,6742720000,35285571,33323700,64061000.0,36582000.0,36417000.0,59149000.0,train
2010-08-28,Toko Pakaian,3789000,0,0,0,-3789000,2010,8,5,34,1,0,Saturday,6738931000,28859000,32360400,44274000.0,29144000.0,17714000.0,41197000.0,train
2010-08-29,Toko Pakaian,2388000,20,692,17659000,15271000,2010,8,6,34,1,0,Sunday,6754202000,25731571,33003866,37266000.0,0.0,-3789000.0,37163000.0,train
2010-08-30,Toko Pakaian,66000,0,0,0,-66000,2010,8,0,35,0,0,Monday,6754136000,20141000,32185666,39619000.0,29084000.0,15271000.0,39068000.0,train
2010-08-31,Toko Pakaian,548000,30,2207,79310000,78762000,2010,8,1,35,0,0,Tuesday,6832898000,27387000,33033633,30193000.0,53889000.0,-66000.0,28040000.0,train
2010-09-01,Toko Pakaian,4308000,23,2494,53406000,49098000,2010,9,2,35,0,0,Wednesday,6881996000,27629571,32043933,47448000.0,83349000.0,78762000.0,47400000.0,train
2010-09-02,Toko Pakaian,2146000,46,3339,84169000,82023000,2010,9,3,35,0,0,Thursday,6964019000,34144714,33140700,39204000.0,49427000.0,49098000.0,36417000.0,train
2010-09-03,Toko Pakaian,500000,28,6925,155680000,155180000,2010,9,4,35,0,0,Friday,7119199000,53782714,37295100,18049000.0,30901000.0,82023000.0,17714000.0,train
2010-09-04,Toko Pakaian,342000,0,0,0,-342000,2010,9,5,35,1,0,Saturday,7118857000,54275142,35444800,0.0,59806000.0,155180000.0,-3789000.0,train
2010-09-05,Toko Pakaian,41000,18,939,25658000,25617000,2010,9,6,35,1,0,Sunday,7144474000,55753142,36411700,17659000.0,0.0,-342000.0,15271000.0,train
2010-09-06,Toko Pakaian,196000,32,2328,58810000,58614000,2010,9,0,36,0,0,Monday,7203088000,64136000,37766533,0.0,22713000.0,25617000.0,-66000.0,train
2010-09-09,Toko Pakaian,206000,35,2005,58718000,58512000,2010,9,3,36,0,0,Thursday,7261600000,61243142,38807133,79310000.0,27361000.0,58614000.0,78762000.0,train
2010-09-10,Toko Pakaian,3269000,26,1056,27178000,23909000,2010,9,4,36,0,0,Friday,7285509000,57644714,37697033,53406000.0,60930000.0,58512000.0,49098000.0,train
2010-09-11,Toko Pakaian,3574000,0,0,0,-3574000,2010,9,5,36,1,0,Saturday,7281935000,45416571,36536300,84169000.0,34052000.0,23909000.0,82023000.0,train
2010-09-12,Toko Pakaian,210000,27,569,14775000,14565000,2010,9,6,36,1,0,Sunday,7296500000,25328714,36555166,155680000.0,20918000.0,-3574000.0,155180000.0,train
2010-09-13,Toko Pakaian,3599000,47,2275,53730000,50131000,2010,9,0,37,0,0,Monday,7346631000,32539142,37184166,0.0,31393000.0,14565000.0,-342000.0,train
2010-09-15,Toko Pakaian,5804000,37,3495,80748000,74944000,2010,9,2,37,0,0,Wednesday,7421575000,39585857,37793233,25658000.0,56718000.0,50131000.0,25617000.0,train
2010-09-16,Toko Pakaian,3531000,35,1884,46153000,42622000,2010,9,3,37,0,0,Thursday,7464197000,37301285,39223800,58810000.0,0.0,74944000.0,58614000.0,train
2010-09-18,Toko Pakaian,54000,0,0,0,-54000,2010,9,5,37,1,0,Saturday,7464143000,28934714,38470600,58718000.0,25693000.0,42622000.0,58512000.0,train
2010-09-19,Toko Pakaian,215000,39,1566,36334000,36119000,2010,9,6,37,1,0,Sunday,7500262000,30679000,37544066,27178000.0,66708000.0,-54000.0,23909000.0,train
2010-09-20,Toko Pakaian,3723000,45,3501,79296000,75573000,2010,9,0,38,0,0,Monday,7575835000,41985714,39141533,0.0,27797000.0,36119000.0,-3574000.0,train
2010-09-21,Toko Pakaian,65000,62,5723,169398000,169333000,2010,9,1,38,0,0,Tuesday,7745168000,64095428,43617200,14775000.0,38375000.0,75573000.0,14565000.0,train
2010-09-22,Toko Pakaian,4366000,41,1079,29444000,25078000,2010,9,2,38,0,0,Wednesday,7770246000,60516428,44455800,53730000.0,0.0,169333000.0,50131000.0,train
2010-09-24,Toko Pakaian,192000,37,3885,89936000,89744000,2010,9,4,38,0,0,Friday,7859990000,62630714,45475633,80748000.0,64061000.0,25078000.0,74944000.0,train
2010-09-26,Toko Pakaian,3703000,36,964,23512000,19809000,2010,9,6,38,1,0,Sunday,7879799000,59371714,44762700,46153000.0,44274000.0,89744000.0,42622000.0,train
2010-09-27,Toko Pakaian,4128000,47,7301,72895000,68767000,2010,9,0,39,0,0,Monday,7948566000,69203285,45816166,0.0,37266000.0,19809000.0,-54000.0,train
2010-09-28,Toko Pakaian,3314000,68,2625,69025000,65711000,2010,9,1,39,0,0,Tuesday,8014277000,73430714,46704266,36334000.0,39619000.0,68767000.0,36119000.0,train
2010-09-29,Toko Pakaian,3235000,56,2530,67096000,63861000,2010,9,2,39,0,0,Wednesday,8078138000,71757571,47898300,79296000.0,30193000.0,65711000.0,75573000.0,train
2010-09-30,Toko Pakaian,3631000,46,4595,129886000,126255000,2010,9,3,39,0,0,Thursday,8204393000,65603571,50526800,169398000.0,47448000.0,63861000.0,169333000.0,train
2010-10-01,Toko Pakaian,6670000,34,1558,36445000,29775000,2010,10,4,39,0,0,Friday,8234168000,66274571,50305400,29444000.0,39204000.0,126255000.0,25078000.0,train
2010-10-02,Toko Pakaian,165000,0,0,0,-165000,2010,10,5,39,1,0,Saturday,8234003000,53430428,49709433,89936000.0,18049000.0,29775000.0,89744000.0,train
2010-10-04,Toko Pakaian,3441000,47,1629,43172000,39731000,2010,10,0,40,0,0,Monday,8273734000,56276428,51160100,23512000.0,0.0,-165000.0,19809000.0,train
2010-10-05,Toko Pakaian,13000,73,3514,82441000,82428000,2010,10,1,40,0,0,Tuesday,8356162000,58228000,53398666,72895000.0,17659000.0,39731000.0,68767000.0,train
2010-10-06,Toko Pakaian,3932000,37,2109,50416000,46484000,2010,10,2,40,0,0,Wednesday,8402646000,55481285,54950333,69025000.0,0.0,82428000.0,65711000.0,train
2010-10-07,Toko Pakaian,39000,65,2661,73018000,72979000,2010,10,3,40,0,0,Thursday,8475625000,56783857,54757566,67096000.0,79310000.0,46484000.0,63861000.0,train
2010-10-08,Toko Pakaian,4334000,42,3923,95049000,90715000,2010,10,4,40,0,0,Friday,8566340000,51706714,56144800,129886000.0,53406000.0,72979000.0,126255000.0,train
2010-10-09,Toko Pakaian,3383000,0,0,0,-3383000,2010,10,5,40,1,0,Saturday,8562957000,46969857,53297933,36445000.0,84169000.0,90715000.0,29775000.0,train
2010-10-10,Toko Pakaian,3645000,44,1279,30314000,26669000,2010,10,6,40,1,0,Sunday,8589626000,50803285,49014233,0.0,155680000.0,-3383000.0,-165000.0,train
2010-10-12,Toko Pakaian,4042000,56,3252,83727000,79685000,2010,10,1,41,0,0,Tuesday,8669311000,56511000,51681800,43172000.0,0.0,26669000.0,39731000.0,train
2010-10-13,Toko Pakaian,3730000,55,4722,109924000,106194000,2010,10,2,41,0,0,Wednesday,8775505000,59906142,54367700,82441000.0,25658000.0,79685000.0,82428000.0,train
2010-10-15,Toko Pakaian,1843000,57,3487,91706000,89863000,2010,10,4,41,0,0,Friday,8865368000,66103142,55409333,50416000.0,58810000.0,106194000.0,46484000.0,train
2010-10-17,Toko Pakaian,52000,47,1351,32907000,32855000,2010,10,6,41,1,0,Sunday,8898223000,60371142,54554100,73018000.0,58718000.0,89863000.0,72979000.0,train
2010-10-20,Toko Pakaian,370000,54,1806,43002000,42632000,2010,10,2,42,0,0,Wednesday,8940855000,53502142,55178200,95049000.0,27178000.0,32855000.0,90715000.0,train
2010-10-21,Toko Pakaian,247000,47,1133,33667000,33420000,2010,10,3,42,0,0,Thursday,8974275000,58759714,56411333,0.0,0.0,42632000.0,-3383000.0,train
2010-10-22,Toko Pakaian,361000,48,2102,66757000,66396000,2010,10,4,42,0,0,Friday,9040671000,64435000,58139033,30314000.0,14775000.0,33420000.0,26669000.0,train
2010-10-23,Toko Pakaian,2753000,0,0,0,-2753000,2010,10,5,42,1,0,Saturday,9037918000,52658142,56376233,83727000.0,53730000.0,66396000.0,79685000.0,train
2010-10-25,Toko Pakaian,368000,45,1062,29688000,29320000,2010,10,0,43,0,0,Monday,9067238000,41676142,54855433,109924000.0,80748000.0,-2753000.0,106194000.0,train
2010-10-26,Toko Pakaian,3741000,54,2193,51169000,47428000,2010,10,1,43,0,0,Tuesday,9114666000,35614000,55015633,91706000.0,46153000.0,29320000.0,89863000.0,train
2010-10-29,Toko Pakaian,177000,39,2434,73407000,73230000,2010,10,4,43,0,0,Friday,9187896000,41381857,57458433,32907000.0,0.0,47428000.0,32855000.0,train
2010-10-30,Toko Pakaian,291000,0,0,0,-291000,2010,10,5,43,1,0,Saturday,9187605000,35250000,56244766,43002000.0,36334000.0,73230000.0,42632000.0,train
2010-10-31,Toko Pakaian,444000,55,1571,38497000,38053000,2010,10,6,43,1,0,Sunday,9225658000,35911857,54994100,33667000.0,79296000.0,-291000.0,33420000.0,train
2010-11-01,Toko Pakaian,4251000,35,769,23420000,19169000,2010,11,0,44,0,0,Monday,9244827000,29165142,49988633,66757000.0,169398000.0,38053000.0,66396000.0,train
2010-11-02,Toko Pakaian,142000,47,2513,65993000,65851000,2010,11,1,44,0,0,Tuesday,9310678000,38965714,51347733,0.0,29444000.0,19169000.0,-2753000.0,train
2010-11-03,Toko Pakaian,232000,54,3618,86955000,86723000,2010,11,2,44,0,0,Wednesday,9397401000,47166142,51247033,29688000.0,89936000.0,65851000.0,29320000.0,train
2010-11-04,Toko Pakaian,3298000,75,4912,92823000,89525000,2010,11,3,44,0,0,Thursday,9486926000,53180000,53570900,51169000.0,23512000.0,86723000.0,47428000.0,train
2010-11-05,Toko Pakaian,3577000,40,4190,107293000,103716000,2010,11,4,44,0,0,Friday,9590642000,57535142,54735866,73407000.0,72895000.0,89525000.0,73230000.0,train
2010-11-06,Toko Pakaian,2895000,0,0,0,-2895000,2010,11,5,44,1,0,Saturday,9587747000,57163142,52449000,0.0,69025000.0,103716000.0,-291000.0,train
2010-11-07,Toko Pakaian,213000,54,1987,46976000,46763000,2010,11,6,44,1,0,Sunday,9634510000,58407428,51879066,38497000.0,67096000.0,-2895000.0,38053000.0,train
2010-11-08,Toko Pakaian,3217000,43,2638,93135000,89918000,2010,11,0,45,0,0,Monday,9724428000,68514428,50667833,23420000.0,129886000.0,46763000.0,19169000.0,train
2010-11-12,Toko Pakaian,83000,62,1848,58254000,58171000,2010,11,4,45,0,0,Friday,9782599000,67417285,51614366,65993000.0,36445000.0,89918000.0,65851000.0,train
2010-11-14,Toko Pakaian,225000,55,1255,32453000,32228000,2010,11,6,45,1,0,Sunday,9814827000,59632285,52694133,86955000.0,0.0,58171000.0,86723000.0,train
2010-11-15,Toko Pakaian,2092000,56,4404,146702000,144610000,2010,11,0,46,0,0,Monday,9959437000,67501571,56190100,92823000.0,43172000.0,32228000.0,89525000.0,train
2010-11-16,Toko Pakaian,3105000,58,3969,99053000,95948000,2010,11,1,46,0,0,Tuesday,10055385000,66391857,56640766,107293000.0,82441000.0,144610000.0,103716000.0,train
2010-11-17,Toko Pakaian,3104000,57,1946,46358000,43254000,2010,11,2,46,0,0,Wednesday,10098639000,72984571,56533100,0.0,50416000.0,95948000.0,-2895000.0,train
2010-11-19,Toko Pakaian,171000,60,1723,53234000,53063000,2010,11,4,46,0,0,Friday,10151702000,73884571,55869233,46976000.0,73018000.0,43254000.0,46763000.0,train
2010-11-20,Toko Pakaian,3528000,0,0,0,-3528000,2010,11,5,46,1,0,Saturday,10148174000,60535142,52727800,93135000.0,95049000.0,53063000.0,89918000.0,train
2010-11-22,Toko Pakaian,3970000,48,1707,45781000,41811000,2010,11,0,47,0,0,Monday,10189985000,58198000,54234266,58254000.0,0.0,-3528000.0,58171000.0,train
2010-11-23,Toko Pakaian,3879000,56,1727,48400000,44521000,2010,11,1,47,0,0,Tuesday,10234506000,59954142,54829333,32453000.0,30314000.0,41811000.0,32228000.0,train
2010-11-25,Toko Pakaian,3310000,79,3184,81852000,78542000,2010,11,3,47,0,0,Thursday,10313048000,50515857,54791233,146702000.0,83727000.0,44521000.0,144610000.0,train
2010-11-26,Toko Pakaian,3400000,50,1936,60455000,57055000,2010,11,4,47,0,0,Friday,10370103000,44959714,53153266,99053000.0,109924000.0,78542000.0,95948000.0,train
2010-11-27,Toko Pakaian,2736000,0,0,0,-2736000,2010,11,5,47,1,0,Saturday,10367367000,38389714,50066633,46358000.0,91706000.0,57055000.0,43254000.0,train
2010-11-28,Toko Pakaian,4319000,51,743,20747000,16428000,2010,11,6,47,1,0,Sunday,10383795000,33156142,49519066,53234000.0,32907000.0,-2736000.0,53063000.0,train
2010-12-01,Toko Pakaian,7856000,49,2440,63114000,55258000,2010,12,2,48,0,1,Wednesday,10439053000,41554142,49939933,0.0,43002000.0,16428000.0,-3528000.0,train
2010-12-02,Toko Pakaian,4083000,56,1544,40320000,36237000,2010,12,3,48,0,1,Thursday,10475290000,40757857,50033833,45781000.0,33667000.0,55258000.0,41811000.0,train
2010-12-03,Toko Pakaian,4254000,42,1981,72914000,68660000,2010,12,4,48,0,1,Friday,10543950000,44206285,50109300,48400000.0,66757000.0,36237000.0,44521000.0,train
2010-12-04,Toko Pakaian,90000,0,0,0,-90000,2010,12,5,48,1,1,Saturday,10543860000,32973142,50198066,81852000.0,0.0,68660000.0,78542000.0,train
2010-12-05,Toko Pakaian,3372000,46,1247,31139000,27767000,2010,12,6,48,1,1,Sunday,10571627000,28789142,50146300,60455000.0,29688000.0,-90000.0,57055000.0,train
2010-12-06,Toko Pakaian,2197000,51,1449,45841000,43644000,2010,12,0,49,0,1,Monday,10615271000,35414857,50020166,0.0,51169000.0,27767000.0,-2736000.0,train
2010-12-09,Toko Pakaian,4369000,51,1080,34078000,29709000,2010,12,3,49,0,1,Thursday,10644980000,37312142,48569466,20747000.0,73407000.0,43644000.0,16428000.0,train
2010-12-10,Toko Pakaian,4440000,38,2629,83313000,78873000,2010,12,4,49,0,1,Friday,10723853000,40685714,51208266,63114000.0,0.0,29709000.0,55258000.0,train
2010-12-12,Toko Pakaian,3771000,26,669,16064000,12293000,2010,12,6,49,1,1,Sunday,10736146000,37265142,50349600,40320000.0,38497000.0,78873000.0,36237000.0,train
2010-12-15,Toko Pakaian,1800000,36,1423,31662000,29862000,2010,12,2,50,0,1,Wednesday,10766008000,31722571,50706033,72914000.0,23420000.0,12293000.0,68660000.0,train
2010-12-16,Toko Pakaian,5767000,55,1790,44963000,39196000,2010,12,3,50,0,1,Thursday,10805204000,37334857,49817533,0.0,65993000.0,29862000.0,-90000.0,train
2010-12-17,Toko Pakaian,98000,30,1230,39936000,39838000,2010,12,4,50,0,1,Friday,10845042000,39059285,48254700,31139000.0,86955000.0,39196000.0,27767000.0,train
2010-12-18,Toko Pakaian,4071000,0,0,0,-4071000,2010,12,5,50,1,1,Saturday,10840971000,32242857,45134833,45841000.0,92823000.0,39838000.0,43644000.0,train
2010-12-19,Toko Pakaian,5126000,9,151,3791000,-1335000,2010,12,6,50,1,1,Sunday,10839636000,27808000,41633133,34078000.0,107293000.0,-4071000.0,29709000.0,train
